"Date","Year","Month","RF"
"1947/02","1947","02","1.5"
"1947/03","1947","03","2.5"
"1947/04","1947","04","1.9"
"1947/05","1947","05","3.6"
"1947/06","1947","06","0.3"
"1947/07","1947","07","0.4"
"1947/08","1947","08","0.4"
"1947/09","1947","09","0.8"
"1947/10","1947","10","1.2"
"1947/11","1947","11","1.5"
"1947/12","1947","12","2.6"
"1948/01","1948","01","12.2"
"1948/02","1948","02","5.3"
"1948/03","1948","03","1.5"
"1948/04","1948","04","2.3"
"1948/05","1948","05","0.7"
"1948/06","1948","06","0.5"
"1948/07","1948","07","0.7"
"1948/08","1948","08","1.1"
"1948/09","1948","09","1.2"
"1948/10","1948","10","0.5"
"1948/11","1948","11","2.2"
"1948/12","1948","12","2"
"1949/01","1949","01","7.6"
"1949/02","1949","02","3.6"
"1949/03","1949","03","0.4"
"1949/04","1949","04","1.5"
"1949/05","1949","05","0.2"
"1949/06","1949","06","0.5"
"1949/07","1949","07","0.8"
"1949/08","1949","08","0.2"
"1949/09","1949","09","0.1"
"1949/10","1949","10","0.1"
"1949/11","1949","11","2.1"
"1949/12","1949","12","1.1"
"1950/01","1950","01","8.4"
"1950/02","1950","02","2.1"
"1950/03","1950","03","1.8"
"1950/04","1950","04","5.3"
"1950/05","1950","05","0.4"
"1950/06","1950","06","0.1"
"1950/07","1950","07","0.4"
"1950/08","1950","08","2.5"
"1950/09","1950","09","0.2"
"1950/10","1950","10","1"
"1950/11","1950","11","13.7"
"1950/12","1950","12","7.7"
"1951/01","1951","01","1.4"
"1951/02","1951","02","3.7"
"1951/03","1951","03","17.8"
"1951/04","1951","04","0.6"
"1951/05","1951","05","0.5"
"1951/06","1951","06","0.2"
"1951/07","1951","07","0.3"
"1951/08","1951","08","0.8"
"1951/09","1951","09","0.4"
"1951/10","1951","10","2.7"
"1951/11","1951","11","0.5"
"1951/12","1951","12","4.3"
"1952/01","1952","01","5.6"
"1952/02","1952","02","0.9"
"1952/03","1952","03","0.8"
"1952/04","1952","04","0.4"
"1952/05","1952","05","0.9"
"1952/06","1952","06","0.2"
"1952/07","1952","07","0.9"
"1952/08","1952","08","0.1"
"1952/09","1952","09","0"
"1952/10","1952","10","4.7"
"1952/11","1952","11","1.2"
"1952/12","1952","12","1.3"
"1953/01","1953","01","1.1"
"1953/02","1953","02","0.8"
"1953/03","1953","03","1.4"
"1953/04","1953","04","0.9"
"1953/05","1953","05","1.3"
"1953/06","1953","06","0.2"
"1953/07","1953","07","0.2"
"1953/08","1953","08","0.2"
"1953/09","1953","09","0.1"
"1953/10","1953","10","0.5"
"1953/11","1953","11","1.4"
"1953/12","1953","12","2.9"
"1954/01","1954","01","0.8"
"1954/02","1954","02","2"
"1954/03","1954","03","5.1"
"1954/04","1954","04","3"
"1954/05","1954","05","1.2"
"1954/06","1954","06","0.7"
"1954/07","1954","07","2"
"1954/08","1954","08","0.8"
"1954/09","1954","09","0.2"
"1954/10","1954","10","0.6"
"1954/11","1954","11","2.9"
"1954/12","1954","12","7.5"
"1955/01","1955","01","4.1"
"1955/02","1955","02","10.4"
"1955/03","1955","03","4.9"
"1955/04","1955","04","0.6"
"1955/05","1955","05","0.5"
"1955/06","1955","06","0.3"
"1955/07","1955","07","0.4"
"1955/08","1955","08","1.6"
"1955/09","1955","09","0.8"
"1955/10","1955","10","0.3"
"1955/11","1955","11","5.6"
"1955/12","1955","12","8.4"
"1956/01","1956","01","6.4"
"1956/02","1956","02","2.7"
"1956/03","1956","03","0.8"
"1956/04","1956","04","2.5"
"1956/05","1956","05","0.5"
"1956/06","1956","06","0.5"
"1956/07","1956","07","1.1"
"1956/08","1956","08","1.2"
"1956/09","1956","09","0.8"
"1956/10","1956","10","2.6"
"1956/11","1956","11","6.5"
"1956/12","1956","12","1.6"
"1957/01","1957","01","3.7"
"1957/02","1957","02","1.5"
"1957/03","1957","03","1.4"
"1957/04","1957","04","2.6"
"1957/05","1957","05","1.1"
"1957/06","1957","06","0.3"
"1957/07","1957","07","0.4"
"1957/08","1957","08","1.6"
"1957/09","1957","09","0.3"
"1957/10","1957","10","0.2"
"1957/11","1957","11","4.4"
"1957/12","1957","12","4.5"
"1958/01","1958","01","1.1"
"1958/02","1958","02","4.1"
"1958/03","1958","03","9.6"
"1958/04","1958","04","1"
"1958/05","1958","05","1"
"1958/06","1958","06","0.5"
"1958/07","1958","07","2.4"
"1958/08","1958","08","3.2"
"1958/09","1958","09","0.7"
"1958/10","1958","10","3"
"1958/11","1958","11","1.1"
"1958/12","1958","12","7.2"
"1959/01","1959","01","7.9"
"1959/02","1959","02","3.9"
"1959/03","1959","03","0.5"
"1959/04","1959","04","2.6"
"1959/05","1959","05","0.8"
"1959/06","1959","06","0.1"
"1959/07","1959","07","0.2"
"1959/08","1959","08","1.1"
"1959/09","1959","09","0.4"
"1959/10","1959","10","0.4"
"1959/11","1959","11","3.4"
"1959/12","1959","12","1.7"
"1960/01","1960","01","0.9"
"1960/02","1960","02","2.4"
"1960/03","1960","03","3.5"
"1960/04","1960","04","1.1"
"1960/05","1960","05","1.7"
"1960/06","1960","06","1.2"
"1960/07","1960","07","0.2"
"1960/08","1960","08","0.5"
"1960/09","1960","09","0.8"
"1960/10","1960","10","1.1"
"1960/11","1960","11","1.1"
"1960/12","1960","12","6.5"
"1961/01","1961","01","8.8"
"1961/02","1961","02","4.8"
"1961/03","1961","03","0.3"
"1961/04","1961","04","6.6"
"1961/05","1961","05","0.4"
"1961/06","1961","06","1.5"
"1961/07","1961","07","1"
"1961/08","1961","08","0.4"
"1961/09","1961","09","0.6"
"1961/10","1961","10","8.3"
"1961/11","1961","11","7.7"
"1961/12","1961","12","1.1"
"1962/01","1962","01","2.3"
"1962/02","1962","02","4"
"1962/03","1962","03","8.1"
"1962/04","1962","04","1"
"1962/05","1962","05","1.8"
"1962/06","1962","06","0.7"
"1962/07","1962","07","0.6"
"1962/08","1962","08","0.5"
"1962/09","1962","09","0.4"
"1962/10","1962","10","2.2"
"1962/11","1962","11","0.2"
"1962/12","1962","12","2.8"
"1963/01","1963","01","9.3"
"1963/02","1963","02","1.9"
"1963/03","1963","03","11"
"1963/04","1963","04","4.8"
"1963/05","1963","05","2.7"
"1963/06","1963","06","0.7"
"1963/07","1963","07","0.9"
"1963/08","1963","08","0.3"
"1963/09","1963","09","1.8"
"1963/10","1963","10","0.8"
"1963/11","1963","11","2"
"1963/12","1963","12","4.7"
"1964/01","1964","01","4"
"1964/02","1964","02","1.1"
"1964/03","1964","03","1.3"
"1964/04","1964","04","0.9"
"1964/05","1964","05","0.7"
"1964/06","1964","06","0.2"
"1964/07","1964","07","1.6"
"1964/08","1964","08","0.3"
"1964/09","1964","09","0.3"
"1964/10","1964","10","1.2"
"1964/11","1964","11","3.2"
"1964/12","1964","12","7.8"
"1965/01","1965","01","5.8"
"1965/02","1965","02","3.3"
"1965/03","1965","03","3.8"
"1965/04","1965","04","7"
"1965/05","1965","05","2.7"
"1965/06","1965","06","0.2"
"1965/07","1965","07","1.3"
"1965/08","1965","08","0.5"
"1965/09","1965","09","2.6"
"1965/10","1965","10","6.1"
"1965/11","1965","11","10.7"
"1965/12","1965","12","5"
"1966/01","1966","01","2.8"
"1966/02","1966","02","8.4"
"1966/03","1966","03","0.5"
"1966/04","1966","04","1.2"
"1966/05","1966","05","2.9"
"1966/06","1966","06","0.3"
"1966/07","1966","07","0.8"
"1966/08","1966","08","0.7"
"1966/09","1966","09","0.6"
"1966/10","1966","10","1.9"
"1966/11","1966","11","7.4"
"1966/12","1966","12","5.8"
"1967/01","1967","01","6.7"
"1967/02","1967","02","4.1"
"1967/03","1967","03","10.4"
"1967/04","1967","04","3.9"
"1967/05","1967","05","4.6"
"1967/06","1967","06","1.3"
"1967/07","1967","07","0.9"
"1967/08","1967","08","2.4"
"1967/09","1967","09","0.6"
"1967/10","1967","10","1"
"1967/11","1967","11","2"
"1967/12","1967","12","9.9"
"1968/01","1968","01","8.5"
"1968/02","1968","02","7.2"
"1968/03","1968","03","7"
"1968/04","1968","04","5.2"
"1968/05","1968","05","0.9"
"1968/06","1968","06","0.1"
"1968/07","1968","07","1.3"
"1968/08","1968","08","0.6"
"1968/09","1968","09","1.5"
"1968/10","1968","10","3"
"1968/11","1968","11","3.4"
"1968/12","1968","12","12.9"
"1969/01","1969","01","10.6"
"1969/02","1969","02","2.2"
"1969/03","1969","03","4.9"
"1969/04","1969","04","1.5"
"1969/05","1969","05","1.5"
"1969/06","1969","06","0.9"
"1969/07","1969","07","0.9"
"1969/08","1969","08","0.5"
"1969/09","1969","09","1.1"
"1969/10","1969","10","1.8"
"1969/11","1969","11","0.9"
"1969/12","1969","12","2.8"
"1970/01","1970","01","4.8"
"1970/02","1970","02","2.5"
"1970/03","1970","03","0.4"
"1970/04","1970","04","2.3"
"1970/05","1970","05","0.1"
"1970/06","1970","06","0.2"
"1970/07","1970","07","0.8"
"1970/08","1970","08","0.5"
"1970/09","1970","09","0.2"
"1970/10","1970","10","0.9"
"1970/11","1970","11","8.1"
"1970/12","1970","12","1.7"
"1971/01","1971","01","11.3"
"1971/02","1971","02","2.4"
"1971/03","1971","03","3.1"
"1971/04","1971","04","2"
"1971/05","1971","05","0.2"
"1971/06","1971","06","1.2"
"1971/07","1971","07","0.2"
"1971/08","1971","08","0.2"
"1971/09","1971","09","0.4"
"1971/10","1971","10","0.5"
"1971/11","1971","11","1.3"
"1971/12","1971","12","0.2"
"1972/01","1972","01","2.7"
"1972/02","1972","02","6.6"
"1972/03","1972","03","5.2"
"1972/04","1972","04","1"
"1972/05","1972","05","0.1"
"1972/06","1972","06","1.4"
"1972/07","1972","07","0.2"
"1972/08","1972","08","2"
"1972/09","1972","09","0.6"
"1972/10","1972","10","2.6"
"1972/11","1972","11","1"
"1972/12","1972","12","3.3"
"1973/01","1973","01","1.8"
"1973/02","1973","02","2.4"
"1973/03","1973","03","2.6"
"1973/04","1973","04","0.8"
"1973/05","1973","05","1.9"
"1973/06","1973","06","0.2"
"1973/07","1973","07","0.4"
"1973/08","1973","08","0.3"
"1973/09","1973","09","1"
"1973/10","1973","10","0.7"
"1973/11","1973","11","2.2"
"1973/12","1973","12","8.8"
"1974/01","1974","01","7.4"
"1974/02","1974","02","1.6"
"1974/03","1974","03","4.9"
"1974/04","1974","04","1.5"
"1974/05","1974","05","1.7"
"1974/06","1974","06","1.1"
"1974/07","1974","07","0.8"
"1974/08","1974","08","0.2"
"1974/09","1974","09","1"
"1974/10","1974","10","1"
"1974/11","1974","11","4.2"
"1974/12","1974","12","0.7"
"1975/01","1975","01","3.6"
"1975/02","1975","02","5.9"
"1975/03","1975","03","3"
"1975/04","1975","04","0.4"
"1975/05","1975","05","0.1"
"1975/06","1975","06","0.4"
"1975/07","1975","07","0.6"
"1975/08","1975","08","0.4"
"1975/09","1975","09","0.2"
"1975/10","1975","10","0.4"
"1975/11","1975","11","1.5"
"1975/12","1975","12","0.2"
"1976/01","1976","01","2.1"
"1976/02","1976","02","4.8"
"1976/03","1976","03","5.9"
"1976/04","1976","04","2.5"
"1976/05","1976","05","0.2"
"1976/06","1976","06","0.7"
"1976/07","1976","07","1"
"1976/08","1976","08","0.7"
"1976/09","1976","09","2.2"
"1976/10","1976","10","1"
"1976/11","1976","11","4.2"
"1976/12","1976","12","0.2"
"1977/01","1977","01","1.1"
"1977/02","1977","02","2.1"
"1977/03","1977","03","2.4"
"1977/04","1977","04","7"
"1977/05","1977","05","2.5"
"1977/06","1977","06","0.7"
"1977/07","1977","07","0.8"
"1977/08","1977","08","0.5"
"1977/09","1977","09","0.3"
"1977/10","1977","10","0.5"
"1977/11","1977","11","0.5"
"1977/12","1977","12","3.9"
"1978/01","1978","01","1.3"
"1978/02","1978","02","0.6"
"1978/03","1978","03","2.7"
"1978/04","1978","04","1.5"
"1978/05","1978","05","5.1"
"1978/06","1978","06","1.3"
"1978/07","1978","07","0.3"
"1978/08","1978","08","0.4"
"1978/09","1978","09","0.4"
"1978/10","1978","10","5"
"1978/11","1978","11","3.8"
"1978/12","1978","12","5.4"
"1979/01","1979","01","8.8"
"1979/02","1979","02","11.2"
"1979/03","1979","03","0.7"
"1979/04","1979","04","2.1"
"1979/05","1979","05","1.1"
"1979/06","1979","06","1"
"1979/07","1979","07","0.4"
"1979/08","1979","08","0.8"
"1979/09","1979","09","0.3"
"1979/10","1979","10","1.1"
"1979/11","1979","11","2.9"
"1979/12","1979","12","7.5"
"1980/01","1980","01","11.3"
"1980/02","1980","02","5.5"
"1980/03","1980","03","3.7"
"1980/04","1980","04","3.8"
"1980/05","1980","05","4.2"
"1980/06","1980","06","0.7"
"1980/07","1980","07","1.2"
"1980/08","1980","08","1.4"
"1980/09","1980","09","0.4"
"1980/10","1980","10","1.5"
"1980/11","1980","11","0.2"
"1980/12","1980","12","7.4"
"1981/01","1981","01","1.4"
"1981/02","1981","02","2.9"
"1981/03","1981","03","1.3"
"1981/04","1981","04","3"
"1981/05","1981","05","1.6"
"1981/06","1981","06","0.7"
"1981/07","1981","07","0.4"
"1981/08","1981","08","1.4"
"1981/09","1981","09","0.6"
"1981/10","1981","10","1.6"
"1981/11","1981","11","4"
"1981/12","1981","12","5.8"
"1982/01","1982","01","12.8"
"1982/02","1982","02","4.1"
"1982/03","1982","03","8"
"1982/04","1982","04","3.1"
"1982/05","1982","05","0.2"
"1982/06","1982","06","1.3"
"1982/07","1982","07","1.2"
"1982/08","1982","08","0.8"
"1982/09","1982","09","0.7"
"1982/10","1982","10","6.9"
"1982/11","1982","11","1.3"
"1982/12","1982","12","9.4"
"1983/01","1983","01","2.1"
"1983/02","1983","02","1.6"
"1983/03","1983","03","1.1"
"1983/04","1983","04","0.9"
"1983/05","1983","05","1.3"
"1983/06","1983","06","0.4"
"1983/07","1983","07","1"
"1983/08","1983","08","0.9"
"1983/09","1983","09","0.5"
"1983/10","1983","10","3.3"
"1983/11","1983","11","1.4"
"1983/12","1983","12","5.5"
"1984/01","1984","01","3.5"
"1984/02","1984","02","2.4"
"1984/03","1984","03","2.5"
"1984/04","1984","04","1.6"
"1984/05","1984","05","0.7"
"1984/06","1984","06","0.1"
"1984/07","1984","07","0.3"
"1984/08","1984","08","0.2"
"1984/09","1984","09","0.7"
"1984/10","1984","10","0.4"
"1984/11","1984","11","1.9"
"1984/12","1984","12","2.7"
"1985/01","1985","01","5.2"
"1985/02","1985","02","3.9"
"1985/03","1985","03","2.4"
"1985/04","1985","04","1.1"
"1985/05","1985","05","1.3"
"1985/06","1985","06","0.6"
"1985/07","1985","07","1"
"1985/08","1985","08","0.5"
"1985/09","1985","09","3.5"
"1985/10","1985","10","7.8"
"1985/11","1985","11","7.7"
"1985/12","1985","12","1"
"1986/01","1986","01","2.2"
"1986/02","1986","02","3.1"
"1986/03","1986","03","6.1"
"1986/04","1986","04","2.6"
"1986/05","1986","05","1"
"1986/06","1986","06","1.5"
"1986/07","1986","07","1.6"
"1986/08","1986","08","0.6"
"1986/09","1986","09","0.7"
"1986/10","1986","10","2.5"
"1986/11","1986","11","2.4"
"1986/12","1986","12","2.4"
"1987/01","1987","01","5.2"
"1987/02","1987","02","6.5"
"1987/03","1987","03","2"
"1987/04","1987","04","6"
"1987/05","1987","05","5.7"
"1987/06","1987","06","0.7"
"1987/07","1987","07","0.6"
"1987/08","1987","08","0.6"
"1987/09","1987","09","0.9"
"1987/10","1987","10","0.3"
"1987/11","1987","11","4.9"
"1987/12","1987","12","12.2"
"1988/01","1988","01","5.2"
"1988/02","1988","02","1.4"
"1988/03","1988","03","2"
"1988/04","1988","04","2"
"1988/05","1988","05","0.8"
"1988/06","1988","06","0.3"
"1988/07","1988","07","0.6"
"1988/08","1988","08","0.7"
"1988/09","1988","09","0.7"
"1988/10","1988","10","0.7"
"1988/11","1988","11","3.7"
"1988/12","1988","12","7.3"
"1989/01","1989","01","2.8"
"1989/02","1989","02","9.2"
"1989/03","1989","03","4.1"
"1989/04","1989","04","15.2"
"1989/05","1989","05","0.7"
"1989/06","1989","06","1.1"
"1989/07","1989","07","1.6"
"1989/08","1989","08","0.8"
"1989/09","1989","09","0.4"
"1989/10","1989","10","6.3"
"1989/11","1989","11","1.4"
"1989/12","1989","12","3.5"
"1990/01","1990","01","7.9"
"1990/02","1990","02","12"
"1990/03","1990","03","2.8"
"1990/04","1990","04","0.5"
"1990/05","1990","05","2.7"
"1990/06","1990","06","0.6"
"1990/07","1990","07","0.4"
"1990/08","1990","08","0.4"
"1990/09","1990","09","0.8"
"1990/10","1990","10","1.5"
"1990/11","1990","11","8.6"
"1990/12","1990","12","9.5"
"1991/01","1991","01","3.2"
"1991/02","1991","02","3.5"
"1991/03","1991","03","4"
"1991/04","1991","04","1.6"
"1991/05","1991","05","1"
"1991/06","1991","06","0.2"
"1991/07","1991","07","0.8"
"1991/08","1991","08","1.5"
"1991/09","1991","09","1.3"
"1991/10","1991","10","1.3"
"1991/11","1991","11","1.9"
"1991/12","1991","12","2.6"
"1992/01","1992","01","3.1"
"1992/02","1992","02","2.5"
"1992/03","1992","03","1.7"
"1992/04","1992","04","0.7"
"1992/05","1992","05","6.9"
"1992/06","1992","06","0.9"
"1992/07","1992","07","0.7"
"1992/08","1992","08","1.3"
"1992/09","1992","09","1.8"
"1992/10","1992","10","3.4"
"1992/11","1992","11","7.9"
"1992/12","1992","12","6.6"
"1993/01","1993","01","2.9"
"1993/02","1993","02","0.8"
"1993/03","1993","03","2.3"
"1993/04","1993","04","1.7"
"1993/05","1993","05","0.8"
"1993/06","1993","06","0.1"
